cod_IBGE,Município__SINISA,Município__IBGE,Macrorregião__SINISA,Macrorregião__IBGE,UF__SINISA,UF__IBGE
3149952,Periquito,Periquito,Sudeste,Sudeste,MG,Minas Gerais
3150000,Pescador,Pescador,Sudeste,Sudeste,MG,Minas Gerais
3150158,Piedade de Caratinga,Piedade de Caratinga,Sudeste,Sudeste,MG,Minas Gerais
3150208,Piedade de Ponte Nova,Piedade de Ponte Nova,Sudeste,Sudeste,MG,Minas Gerais
3150307,Piedade do Rio Grande,Piedade do Rio Grande,Sudeste,Sudeste,MG,Minas Gerais
3150406,Piedade dos Gerais,Piedade dos Gerais,Sudeste,Sudeste,MG,Minas Gerais
3150505,Pimenta,Pimenta,Sudeste,Sudeste,MG,Minas Gerais
3150539,Pingo-d Água,Pingo-d'Água,Sudeste,Sudeste,MG,Minas Gerais
3150570,Pintópolis,Pintópolis,Sudeste,Sudeste,MG,Minas Gerais
3150604,Piracema,Piracema,Sudeste,Sudeste,MG,Minas Gerais
3150703,Pirajuba,Pirajuba,Sudeste,Sudeste,MG,Minas Gerais
3150802,Piranga,Piranga,Sudeste,Sudeste,MG,Minas Gerais
3150901,Piranguçu,Piranguçu,Sudeste,Sudeste,MG,Minas Gerais
3151008,Piranguinho,Piranguinho,Sudeste,Sudeste,MG,Minas Gerais
3151107,Pirapetinga,Pirapetinga,Sudeste,Sudeste,MG,Minas Gerais
3151206,Pirapora,Pirapora,Sudeste,Sudeste,MG,Minas Gerais
3151305,Piraúba,Piraúba,Sudeste,Sudeste,MG,Minas Gerais
3151404,Pitangui,Pitangui,Sudeste,Sudeste,MG,Minas Gerais
3151503,Piumhi,Piumhi,Sudeste,Sudeste,MG,Minas Gerais
3151602,Planura,Planura,Sudeste,Sudeste,MG,Minas Gerais
3151701,Poço Fundo,Poço Fundo,Sudeste,Sudeste,MG,Minas Gerais
3151800,Poços de Caldas,Poços de Caldas,Sudeste,Sudeste,MG,Minas Gerais
3151909,Pocrane,Pocrane,Sudeste,Sudeste,MG,Minas Gerais
3152006,Pompéu,Pompéu,Sudeste,Sudeste,MG,Minas Gerais
3152105,Ponte Nova,Ponte Nova,Sudeste,Sudeste,MG,Minas Gerais
3152131,Ponto Chique,Ponto Chique,Sudeste,Sudeste,MG,Minas Gerais
3152170,Ponto dos Volantes,Ponto dos Volantes,Sudeste,Sudeste,MG,Minas Gerais
3152204,Porteirinha,Porteirinha,Sudeste,Sudeste,MG,Minas Gerais
3152303,Porto Firme,Porto Firme,Sudeste,Sudeste,MG,Minas Gerais
3152402,Poté,Poté,Sudeste,Sudeste,MG,Minas Gerais
3152501,Pouso Alegre,Pouso Alegre,Sudeste,Sudeste,MG,Minas Gerais
3152600,Pouso Alto,Pouso Alto,Sudeste,Sudeste,MG,Minas Gerais
3152709,Prados,Prados,Sudeste,Sudeste,MG,Minas Gerais
3152808,Prata,Prata,Sudeste,Sudeste,MG,Minas Gerais
3152907,Pratápolis,Pratápolis,Sudeste,Sudeste,MG,Minas Gerais
3153004,Pratinha,Pratinha,Sudeste,Sudeste,MG,Minas Gerais
3153103,Presidente Bernardes,Presidente Bernardes,Sudeste,Sudeste,MG,Minas Gerais
3153202,Presidente Juscelino,Presidente Juscelino,Sudeste,Sudeste,MG,Minas Gerais
3153301,Presidente Kubitschek,Presidente Kubitschek,Sudeste,Sudeste,MG,Minas Gerais
3153400,Presidente Olegário,Presidente Olegário,Sudeste,Sudeste,MG,Minas Gerais
3153509,Alto Jequitibá,Alto Jequitibá,Sudeste,Sudeste,MG,Minas Gerais
3153608,Prudente de Morais,Prudente de Morais,Sudeste,Sudeste,MG,Minas Gerais
3153707,Quartel Geral,Quartel Geral,Sudeste,Sudeste,MG,Minas Gerais
3153806,Queluzito,Queluzito,Sudeste,Sudeste,MG,Minas Gerais
3153905,Raposos,Raposos,Sudeste,Sudeste,MG,Minas Gerais
3154002,Raul Soares,Raul Soares,Sudeste,Sudeste,MG,Minas Gerais
3154101,Recreio,Recreio,Sudeste,Sudeste,MG,Minas Gerais
3154150,Reduto,Reduto,Sudeste,Sudeste,MG,Minas Gerais
3154200,Resende Costa,Resende Costa,Sudeste,Sudeste,MG,Minas Gerais
3154309,Resplendor,Resplendor,Sudeste,Sudeste,MG,Minas Gerais
3154408,Ressaquinha,Ressaquinha,Sudeste,Sudeste,MG,Minas Gerais
3154457,Riachinho,Riachinho,Sudeste,Sudeste,MG,Minas Gerais
3154507,Riacho dos Machados,Riacho dos Machados,Sudeste,Sudeste,MG,Minas Gerais
3154606,Ribeirão das Neves,Ribeirão das Neves,Sudeste,Sudeste,MG,Minas Gerais
3154705,Ribeirão Vermelho,Ribeirão Vermelho,Sudeste,Sudeste,MG,Minas Gerais
3154903,Rio Casca,Rio Casca,Sudeste,Sudeste,MG,Minas Gerais
3155009,Rio Doce,Rio Doce,Sudeste,Sudeste,MG,Minas Gerais
3155108,Rio do Prado,Rio do Prado,Sudeste,Sudeste,MG,Minas Gerais
3155207,Rio Espera,Rio Espera,Sudeste,Sudeste,MG,Minas Gerais
3155306,Rio Manso,Rio Manso,Sudeste,Sudeste,MG,Minas Gerais
3155405,Rio Novo,Rio Novo,Sudeste,Sudeste,MG,Minas Gerais
3155504,Rio Paranaíba,Rio Paranaíba,Sudeste,Sudeste,MG,Minas Gerais
3155603,Rio Pardo de Minas,Rio Pardo de Minas,Sudeste,Sudeste,MG,Minas Gerais
3155702,Rio Piracicaba,Rio Piracicaba,Sudeste,Sudeste,MG,Minas Gerais
3155801,Rio Pomba,Rio Pomba,Sudeste,Sudeste,MG,Minas Gerais
3155900,Rio Preto,Rio Preto,Sudeste,Sudeste,MG,Minas Gerais
3156007,Rio Vermelho,Rio Vermelho,Sudeste,Sudeste,MG,Minas Gerais
3156106,Ritápolis,Ritápolis,Sudeste,Sudeste,MG,Minas Gerais
3156304,Rodeiro,Rodeiro,Sudeste,Sudeste,MG,Minas Gerais
3156452,Rosário da Limeira,Rosário da Limeira,Sudeste,Sudeste,MG,Minas Gerais
3156502,Rubelita,Rubelita,Sudeste,Sudeste,MG,Minas Gerais
3156601,Rubim,Rubim,Sudeste,Sudeste,MG,Minas Gerais
3156700,Sabará,Sabará,Sudeste,Sudeste,MG,Minas Gerais
3156809,Sabinópolis,Sabinópolis,Sudeste,Sudeste,MG,Minas Gerais
3156908,Sacramento,Sacramento,Sudeste,Sudeste,MG,Minas Gerais
3157005,Salinas,Salinas,Sudeste,Sudeste,MG,Minas Gerais
3157104,Salto da Divisa,Salto da Divisa,Sudeste,Sudeste,MG,Minas Gerais
3157203,Santa Bárbara,Santa Bárbara,Sudeste,Sudeste,MG,Minas Gerais
3157252,Santa Bárbara do Leste,Santa Bárbara do Leste,Sudeste,Sudeste,MG,Minas Gerais
3157302,Santa Bárbara do Tugúrio,Santa Bárbara do Tugúrio,Sudeste,Sudeste,MG,Minas Gerais
3157336,Santa Cruz de Minas,Santa Cruz de Minas,Sudeste,Sudeste,MG,Minas Gerais
3157377,Santa Cruz de Salinas,Santa Cruz de Salinas,Sudeste,Sudeste,MG,Minas Gerais
3157401,Santa Cruz do Escalvado,Santa Cruz do Escalvado,Sudeste,Sudeste,MG,Minas Gerais
3157500,Santa Efigênia de Minas,Santa Efigênia de Minas,Sudeste,Sudeste,MG,Minas Gerais
3157609,Santa Fé de Minas,Santa Fé de Minas,Sudeste,Sudeste,MG,Minas Gerais
3157658,Santa Helena de Minas,Santa Helena de Minas,Sudeste,Sudeste,MG,Minas Gerais
3157708,Santa Juliana,Santa Juliana,Sudeste,Sudeste,MG,Minas Gerais
3157807,Santa Luzia,Santa Luzia,Sudeste,Sudeste,MG,Minas Gerais
3157906,Santa Margarida,Santa Margarida,Sudeste,Sudeste,MG,Minas Gerais
3158003,Santa Maria de Itabira,Santa Maria de Itabira,Sudeste,Sudeste,MG,Minas Gerais
3158102,Santa Maria do Salto,Santa Maria do Salto,Sudeste,Sudeste,MG,Minas Gerais
3158201,Santa Maria do Suaçuí,Santa Maria do Suaçuí,Sudeste,Sudeste,MG,Minas Gerais
3158300,Santana da Vargem,Santana da Vargem,Sudeste,Sudeste,MG,Minas Gerais
3158409,Santana de Cataguases,Santana de Cataguases,Sudeste,Sudeste,MG,Minas Gerais
3158508,Santana de Pirapama,Santana de Pirapama,Sudeste,Sudeste,MG,Minas Gerais
3158607,Santana do Deserto,Santana do Deserto,Sudeste,Sudeste,MG,Minas Gerais
3158706,Santana do Garambéu,Santana do Garambéu,Sudeste,Sudeste,MG,Minas Gerais
3158805,Santana do Jacaré,Santana do Jacaré,Sudeste,Sudeste,MG,Minas Gerais
3158904,Santana do Manhuaçu,Santana do Manhuaçu,Sudeste,Sudeste,MG,Minas Gerais
3158953,Santana do Paraíso,Santana do Paraíso,Sudeste,Sudeste,MG,Minas Gerais
3159001,Santana do Riacho,Santana do Riacho,Sudeste,Sudeste,MG,Minas Gerais
3159100,Santana dos Montes,Santana dos Montes,Sudeste,Sudeste,MG,Minas Gerais
3159209,Santa Rita de Caldas,Santa Rita de Caldas,Sudeste,Sudeste,MG,Minas Gerais
3159357,Santa Rita de Minas,Santa Rita de Minas,Sudeste,Sudeste,MG,Minas Gerais
3159407,Santa Rita de Ibitipoca,Santa Rita de Ibitipoca,Sudeste,Sudeste,MG,Minas Gerais
3159506,Santa Rita do Itueto,Santa Rita do Itueto,Sudeste,Sudeste,MG,Minas Gerais
3159605,Santa Rita do Sapucaí,Santa Rita do Sapucaí,Sudeste,Sudeste,MG,Minas Gerais
3159704,Santa Rosa da Serra,Santa Rosa da Serra,Sudeste,Sudeste,MG,Minas Gerais
3159803,Santa Vitória,Santa Vitória,Sudeste,Sudeste,MG,Minas Gerais
3159902,Santo Antônio do Amparo,Santo Antônio do Amparo,Sudeste,Sudeste,MG,Minas Gerais
3160009,Santo Antônio do Aventureiro,Santo Antônio do Aventureiro,Sudeste,Sudeste,MG,Minas Gerais
3160108,Santo Antônio do Grama,Santo Antônio do Grama,Sudeste,Sudeste,MG,Minas Gerais
3160207,Santo Antônio do Itambé,Santo Antônio do Itambé,Sudeste,Sudeste,MG,Minas Gerais
3160306,Santo Antônio do Jacinto,Santo Antônio do Jacinto,Sudeste,Sudeste,MG,Minas Gerais
3160405,Santo Antônio do Monte,Santo Antônio do Monte,Sudeste,Sudeste,MG,Minas Gerais
3160454,Santo Antônio do Retiro,Santo Antônio do Retiro,Sudeste,Sudeste,MG,Minas Gerais
3160603,Santo Hipólito,Santo Hipólito,Sudeste,Sudeste,MG,Minas Gerais
3160702,Santos Dumont,Santos Dumont,Sudeste,Sudeste,MG,Minas Gerais
3160801,São Bento Abade,São Bento Abade,Sudeste,Sudeste,MG,Minas Gerais
3160900,São Brás do Suaçuí,São Brás do Suaçuí,Sudeste,Sudeste,MG,Minas Gerais
3160959,São Domingos das Dores,São Domingos das Dores,Sudeste,Sudeste,MG,Minas Gerais
3161007,São Domingos do Prata,São Domingos do Prata,Sudeste,Sudeste,MG,Minas Gerais
3161056,São Félix de Minas,São Félix de Minas,Sudeste,Sudeste,MG,Minas Gerais
3161106,São Francisco,São Francisco,Sudeste,Sudeste,MG,Minas Gerais
3161205,São Francisco de Paula,São Francisco de Paula,Sudeste,Sudeste,MG,Minas Gerais
3161304,São Francisco de Sales,São Francisco de Sales,Sudeste,Sudeste,MG,Minas Gerais
3161403,São Francisco do Glória,São Francisco do Glória,Sudeste,Sudeste,MG,Minas Gerais
3161502,São Geraldo,São Geraldo,Sudeste,Sudeste,MG,Minas Gerais
3161601,São Geraldo da Piedade,São Geraldo da Piedade,Sudeste,Sudeste,MG,Minas Gerais
3161650,São Geraldo do Baixio,São Geraldo do Baixio,Sudeste,Sudeste,MG,Minas Gerais
3161700,São Gonçalo do Abaeté,São Gonçalo do Abaeté,Sudeste,Sudeste,MG,Minas Gerais
3161809,São Gonçalo do Pará,São Gonçalo do Pará,Sudeste,Sudeste,MG,Minas Gerais
3162005,São Gonçalo do Sapucaí,São Gonçalo do Sapucaí,Sudeste,Sudeste,MG,Minas Gerais
3162104,São Gotardo,São Gotardo,Sudeste,Sudeste,MG,Minas Gerais
3162203,São João Batista do Glória,São João Batista do Glória,Sudeste,Sudeste,MG,Minas Gerais
3162252,São João da Lagoa,São João da Lagoa,Sudeste,Sudeste,MG,Minas Gerais
3162302,São João da Mata,São João da Mata,Sudeste,Sudeste,MG,Minas Gerais
3162401,São João da Ponte,São João da Ponte,Sudeste,Sudeste,MG,Minas Gerais
3162450,São João das Missões,São João das Missões,Sudeste,Sudeste,MG,Minas Gerais
3162500,São João del Rei,São João del Rei,Sudeste,Sudeste,MG,Minas Gerais
3162559,São João do Manhuaçu,São João do Manhuaçu,Sudeste,Sudeste,MG,Minas Gerais
3162575,São João do Manteninha,São João do Manteninha,Sudeste,Sudeste,MG,Minas Gerais
3162609,São João do Oriente,São João do Oriente,Sudeste,Sudeste,MG,Minas Gerais
3162708,São João do Paraíso,São João do Paraíso,Sudeste,Sudeste,MG,Minas Gerais
3162807,São João Evangelista,São João Evangelista,Sudeste,Sudeste,MG,Minas Gerais
3162906,São João Nepomuceno,São João Nepomuceno,Sudeste,Sudeste,MG,Minas Gerais
3162922,São Joaquim de Bicas,São Joaquim de Bicas,Sudeste,Sudeste,MG,Minas Gerais
3162948,São José da Barra,São José da Barra,Sudeste,Sudeste,MG,Minas Gerais
3162955,São José da Lapa,São José da Lapa,Sudeste,Sudeste,MG,Minas Gerais
3163003,São José da Safira,São José da Safira,Sudeste,Sudeste,MG,Minas Gerais
3163102,São José da Varginha,São José da Varginha,Sudeste,Sudeste,MG,Minas Gerais
3163201,São José do Alegre,São José do Alegre,Sudeste,Sudeste,MG,Minas Gerais
3163300,São José do Divino,São José do Divino,Sudeste,Sudeste,MG,Minas Gerais
3163409,São José do Goiabal,São José do Goiabal,Sudeste,Sudeste,MG,Minas Gerais
3163508,São José do Jacuri,São José do Jacuri,Sudeste,Sudeste,MG,Minas Gerais
3163607,São José do Mantimento,São José do Mantimento,Sudeste,Sudeste,MG,Minas Gerais
3163706,São Lourenço,São Lourenço,Sudeste,Sudeste,MG,Minas Gerais
3163805,São Miguel do Anta,São Miguel do Anta,Sudeste,Sudeste,MG,Minas Gerais
3163904,São Pedro da União,São Pedro da União,Sudeste,Sudeste,MG,Minas Gerais
3164001,São Pedro dos Ferros,São Pedro dos Ferros,Sudeste,Sudeste,MG,Minas Gerais
3164100,São Pedro do Suaçuí,São Pedro do Suaçuí,Sudeste,Sudeste,MG,Minas Gerais
3164209,São Romão,São Romão,Sudeste,Sudeste,MG,Minas Gerais
3164308,São Roque de Minas,São Roque de Minas,Sudeste,Sudeste,MG,Minas Gerais
3164431,São Sebastião da Vargem Alegre,São Sebastião da Vargem Alegre,Sudeste,Sudeste,MG,Minas Gerais
3164472,São Sebastião do Anta,São Sebastião do Anta,Sudeste,Sudeste,MG,Minas Gerais
3164506,São Sebastião do Maranhão,São Sebastião do Maranhão,Sudeste,Sudeste,MG,Minas Gerais
3164605,São Sebastião do Oeste,São Sebastião do Oeste,Sudeste,Sudeste,MG,Minas Gerais
3164704,São Sebastião do Paraíso,São Sebastião do Paraíso,Sudeste,Sudeste,MG,Minas Gerais
3164803,São Sebastião do Rio Preto,São Sebastião do Rio Preto,Sudeste,Sudeste,MG,Minas Gerais
3164902,São Sebastião do Rio Verde,São Sebastião do Rio Verde,Sudeste,Sudeste,MG,Minas Gerais
3165008,São Tiago,São Tiago,Sudeste,Sudeste,MG,Minas Gerais
3165107,São Tomás de Aquino,São Tomás de Aquino,Sudeste,Sudeste,MG,Minas Gerais
3165206,São Thomé das Letras,São Tomé das Letras,Sudeste,Sudeste,MG,Minas Gerais
3165305,São Vicente de Minas,São Vicente de Minas,Sudeste,Sudeste,MG,Minas Gerais
3165404,Sapucaí-Mirim,Sapucaí-Mirim,Sudeste,Sudeste,MG,Minas Gerais
3165503,Sardoá,Sardoá,Sudeste,Sudeste,MG,Minas Gerais
3165537,Sarzedo,Sarzedo,Sudeste,Sudeste,MG,Minas Gerais
3165552,Setubinha,Setubinha,Sudeste,Sudeste,MG,Minas Gerais
3165578,Senador Amaral,Senador Amaral,Sudeste,Sudeste,MG,Minas Gerais
3165602,Senador Cortes,Senador Cortes,Sudeste,Sudeste,MG,Minas Gerais
3165701,Senador Firmino,Senador Firmino,Sudeste,Sudeste,MG,Minas Gerais
3165909,Senador Modestino Gonçalves,Senador Modestino Gonçalves,Sudeste,Sudeste,MG,Minas Gerais
3166006,Senhora de Oliveira,Senhora de Oliveira,Sudeste,Sudeste,MG,Minas Gerais
3166105,Senhora do Porto,Senhora do Porto,Sudeste,Sudeste,MG,Minas Gerais
3166204,Senhora dos Remédios,Senhora dos Remédios,Sudeste,Sudeste,MG,Minas Gerais
3166303,Sericita,Sericita,Sudeste,Sudeste,MG,Minas Gerais
3166402,Seritinga,Seritinga,Sudeste,Sudeste,MG,Minas Gerais
3166501,Serra Azul de Minas,Serra Azul de Minas,Sudeste,Sudeste,MG,Minas Gerais
3166600,Serra da Saudade,Serra da Saudade,Sudeste,Sudeste,MG,Minas Gerais
3166709,Serra dos Aimorés,Serra dos Aimorés,Sudeste,Sudeste,MG,Minas Gerais
3166808,Serra do Salitre,Serra do Salitre,Sudeste,Sudeste,MG,Minas Gerais
3166907,Serrania,Serrania,Sudeste,Sudeste,MG,Minas Gerais
3166956,Serranópolis de Minas,Serranópolis de Minas,Sudeste,Sudeste,MG,Minas Gerais
3167103,Serro,Serro,Sudeste,Sudeste,MG,Minas Gerais
3167202,Sete Lagoas,Sete Lagoas,Sudeste,Sudeste,MG,Minas Gerais
3167301,Silveirânia,Silveirânia,Sudeste,Sudeste,MG,Minas Gerais
3167400,Silvianópolis,Silvianópolis,Sudeste,Sudeste,MG,Minas Gerais
3167509,Simão Pereira,Simão Pereira,Sudeste,Sudeste,MG,Minas Gerais
3167608,Simonésia,Simonésia,Sudeste,Sudeste,MG,Minas Gerais
3167707,Sobrália,Sobrália,Sudeste,Sudeste,MG,Minas Gerais
3167806,Soledade de Minas,Soledade de Minas,Sudeste,Sudeste,MG,Minas Gerais
3167905,Tabuleiro,Tabuleiro,Sudeste,Sudeste,MG,Minas Gerais
3168002,Taiobeiras,Taiobeiras,Sudeste,Sudeste,MG,Minas Gerais
3168051,Taparuba,Taparuba,Sudeste,Sudeste,MG,Minas Gerais
3168101,Tapira,Tapira,Sudeste,Sudeste,MG,Minas Gerais
3168200,Tapiraí,Tapiraí,Sudeste,Sudeste,MG,Minas Gerais
3168309,Taquaraçu de Minas,Taquaraçu de Minas,Sudeste,Sudeste,MG,Minas Gerais
3168408,Tarumirim,Tarumirim,Sudeste,Sudeste,MG,Minas Gerais
3168507,Teixeiras,Teixeiras,Sudeste,Sudeste,MG,Minas Gerais
3168606,Teófilo Otoni,Teófilo Otoni,Sudeste,Sudeste,MG,Minas Gerais
3168705,Timóteo,Timóteo,Sudeste,Sudeste,MG,Minas Gerais
3168804,Tiradentes,Tiradentes,Sudeste,Sudeste,MG,Minas Gerais
3168903,Tiros,Tiros,Sudeste,Sudeste,MG,Minas Gerais
3169000,Tocantins,Tocantins,Sudeste,Sudeste,MG,Minas Gerais
3169059,Tocos do Moji,Tocos do Moji,Sudeste,Sudeste,MG,Minas Gerais
3169109,Toledo,Toledo,Sudeste,Sudeste,MG,Minas Gerais
3169208,Tombos,Tombos,Sudeste,Sudeste,MG,Minas Gerais
3169307,Três Corações,Três Corações,Sudeste,Sudeste,MG,Minas Gerais
3169356,Três Marias,Três Marias,Sudeste,Sudeste,MG,Minas Gerais
3169406,Três Pontas,Três Pontas,Sudeste,Sudeste,MG,Minas Gerais
3169505,Tumiritinga,Tumiritinga,Sudeste,Sudeste,MG,Minas Gerais
3169604,Tupaciguara,Tupaciguara,Sudeste,Sudeste,MG,Minas Gerais
3169703,Turmalina,Turmalina,Sudeste,Sudeste,MG,Minas Gerais
3169802,Turvolândia,Turvolândia,Sudeste,Sudeste,MG,Minas Gerais
3169901,Ubá,Ubá,Sudeste,Sudeste,MG,Minas Gerais
3170008,Ubaí,Ubaí,Sudeste,Sudeste,MG,Minas Gerais
3170057,Ubaporanga,Ubaporanga,Sudeste,Sudeste,MG,Minas Gerais
3170107,Uberaba,Uberaba,Sudeste,Sudeste,MG,Minas Gerais
3170206,Uberlândia,Uberlândia,Sudeste,Sudeste,MG,Minas Gerais
3170305,Umburatiba,Umburatiba,Sudeste,Sudeste,MG,Minas Gerais
3170404,Unaí,Unaí,Sudeste,Sudeste,MG,Minas Gerais
3170438,União de Minas,União de Minas,Sudeste,Sudeste,MG,Minas Gerais
3170479,Uruana de Minas,Uruana de Minas,Sudeste,Sudeste,MG,Minas Gerais
3170503,Urucânia,Urucânia,Sudeste,Sudeste,MG,Minas Gerais
3170529,Urucuia,Urucuia,Sudeste,Sudeste,MG,Minas Gerais
3170578,Vargem Alegre,Vargem Alegre,Sudeste,Sudeste,MG,Minas Gerais
3170602,Vargem Bonita,Vargem Bonita,Sudeste,Sudeste,MG,Minas Gerais
3170651,Vargem Grande do Rio Pardo,Vargem Grande do Rio Pardo,Sudeste,Sudeste,MG,Minas Gerais
3170701,Varginha,Varginha,Sudeste,Sudeste,MG,Minas Gerais
3170750,Varjão de Minas,Varjão de Minas,Sudeste,Sudeste,MG,Minas Gerais
3170800,Várzea da Palma,Várzea da Palma,Sudeste,Sudeste,MG,Minas Gerais
3170909,Varzelândia,Varzelândia,Sudeste,Sudeste,MG,Minas Gerais
3171006,Vazante,Vazante,Sudeste,Sudeste,MG,Minas Gerais
3171030,Verdelândia,Verdelândia,Sudeste,Sudeste,MG,Minas Gerais
3171071,Veredinha,Veredinha,Sudeste,Sudeste,MG,Minas Gerais
3171105,Veríssimo,Veríssimo,Sudeste,Sudeste,MG,Minas Gerais
3171154,Vermelho Novo,Vermelho Novo,Sudeste,Sudeste,MG,Minas Gerais
3171204,Vespasiano,Vespasiano,Sudeste,Sudeste,MG,Minas Gerais
3171303,Viçosa,Viçosa,Sudeste,Sudeste,MG,Minas Gerais
3171402,Vieiras,Vieiras,Sudeste,Sudeste,MG,Minas Gerais
3171501,Mathias Lobato,Mathias Lobato,Sudeste,Sudeste,MG,Minas Gerais
3171600,Virgem da Lapa,Virgem da Lapa,Sudeste,Sudeste,MG,Minas Gerais
3171709,Virgínia,Virgínia,Sudeste,Sudeste,MG,Minas Gerais
3171808,Virginópolis,Virginópolis,Sudeste,Sudeste,MG,Minas Gerais
3171907,Virgolândia,Virgolândia,Sudeste,Sudeste,MG,Minas Gerais
3172004,Visconde do Rio Branco,Visconde do Rio Branco,Sudeste,Sudeste,MG,Minas Gerais
3172103,Volta Grande,Volta Grande,Sudeste,Sudeste,MG,Minas Gerais
3172202,Wenceslau Braz,Wenceslau Braz,Sudeste,Sudeste,MG,Minas Gerais
3200102,Afonso Cláudio,Afonso Cláudio,Sudeste,Sudeste,ES,Espírito Santo
3200136,Águia Branca,Águia Branca,Sudeste,Sudeste,ES,Espírito Santo
3200169,Água Doce do Norte,Água Doce do Norte,Sudeste,Sudeste,ES,Espírito Santo
3200201,Alegre,Alegre,Sudeste,Sudeste,ES,Espírito Santo
3200300,Alfredo Chaves,Alfredo Chaves,Sudeste,Sudeste,ES,Espírito Santo
3200359,Alto Rio Novo,Alto Rio Novo,Sudeste,Sudeste,ES,Espírito Santo
3200409,Anchieta,Anchieta,Sudeste,Sudeste,ES,Espírito Santo
3200508,Apiacá,Apiacá,Sudeste,Sudeste,ES,Espírito Santo
3200607,Aracruz,Aracruz,Sudeste,Sudeste,ES,Espírito Santo
3200706,Atílio Vivácqua,Atílio Vivácqua,Sudeste,Sudeste,ES,Espírito Santo
3200805,Baixo Guandu,Baixo Guandu,Sudeste,Sudeste,ES,Espírito Santo
3200904,Barra de São Francisco,Barra de São Francisco,Sudeste,Sudeste,ES,Espírito Santo
3201001,Boa Esperança,Boa Esperança,Sudeste,Sudeste,ES,Espírito Santo
3201100,Bom Jesus do Norte,Bom Jesus do Norte,Sudeste,Sudeste,ES,Espírito Santo
3201159,Brejetuba,Brejetuba,Sudeste,Sudeste,ES,Espírito Santo
3201209,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,Sudeste,Sudeste,ES,Espírito Santo
3201308,Cariacica,Cariacica,Sudeste,Sudeste,ES,Espírito Santo
3201407,Castelo,Castelo,Sudeste,Sudeste,ES,Espírito Santo
3201506,Colatina,Colatina,Sudeste,Sudeste,ES,Espírito Santo
3201605,Conceição da Barra,Conceição da Barra,Sudeste,Sudeste,ES,Espírito Santo
3201704,Conceição do Castelo,Conceição do Castelo,Sudeste,Sudeste,ES,Espírito Santo
3201803,Divino de São Lourenço,Divino de São Lourenço,Sudeste,Sudeste,ES,Espírito Santo
3201902,Domingos Martins,Domingos Martins,Sudeste,Sudeste,ES,Espírito Santo
3202009,Dores do Rio Preto,Dores do Rio Preto,Sudeste,Sudeste,ES,Espírito Santo
3202108,Ecoporanga,Ecoporanga,Sudeste,Sudeste,ES,Espírito Santo
3202207,Fundão,Fundão,Sudeste,Sudeste,ES,Espírito Santo
3202256,Governador Lindenberg,Governador Lindenberg,Sudeste,Sudeste,ES,Espírito Santo
3202306,Guaçuí,Guaçuí,Sudeste,Sudeste,ES,Espírito Santo
3202405,Guarapari,Guarapari,Sudeste,Sudeste,ES,Espírito Santo
3202454,Ibatiba,Ibatiba,Sudeste,Sudeste,ES,Espírito Santo
3202504,Ibiraçu,Ibiraçu,Sudeste,Sudeste,ES,Espírito Santo
3202553,Ibitirama,Ibitirama,Sudeste,Sudeste,ES,Espírito Santo
3202603,Iconha,Iconha,Sudeste,Sudeste,ES,Espírito Santo
3202652,Irupi,Irupi,Sudeste,Sudeste,ES,Espírito Santo
3202801,Itapemirim,Itapemirim,Sudeste,Sudeste,ES,Espírito Santo
3202900,Itarana,Itarana,Sudeste,Sudeste,ES,Espírito Santo
3203007,Iúna,Iúna,Sudeste,Sudeste,ES,Espírito Santo
3203056,Jaguaré,Jaguaré,Sudeste,Sudeste,ES,Espírito Santo
3203106,Jerônimo Monteiro,Jerônimo Monteiro,Sudeste,Sudeste,ES,Espírito Santo
3203130,João Neiva,João Neiva,Sudeste,Sudeste,ES,Espírito Santo
3203163,Laranja da Terra,Laranja da Terra,Sudeste,Sudeste,ES,Espírito Santo
3203205,Linhares,Linhares,Sudeste,Sudeste,ES,Espírito Santo
3203304,Mantenópolis,Mantenópolis,Sudeste,Sudeste,ES,Espírito Santo
3203320,Marataízes,Marataízes,Sudeste,Sudeste,ES,Espírito Santo
3203346,Marechal Floriano,Marechal Floriano,Sudeste,Sudeste,ES,Espírito Santo
3203353,Marilândia,Marilândia,Sudeste,Sudeste,ES,Espírito Santo
3203403,Mimoso do Sul,Mimoso do Sul,Sudeste,Sudeste,ES,Espírito Santo
3203502,Montanha,Montanha,Sudeste,Sudeste,ES,Espírito Santo
3203601,Mucurici,Mucurici,Sudeste,Sudeste,ES,Espírito Santo
3203700,Muniz Freire,Muniz Freire,Sudeste,Sudeste,ES,Espírito Santo
3203809,Muqui,Muqui,Sudeste,Sudeste,ES,Espírito Santo
3203908,Nova Venécia,Nova Venécia,Sudeste,Sudeste,ES,Espírito Santo
3204005,Pancas,Pancas,Sudeste,Sudeste,ES,Espírito Santo
3204054,Pedro Canário,Pedro Canário,Sudeste,Sudeste,ES,Espírito Santo
3204104,Pinheiros,Pinheiros,Sudeste,Sudeste,ES,Espírito Santo
3204203,Piúma,Piúma,Sudeste,Sudeste,ES,Espírito Santo
3204252,Ponto Belo,Ponto Belo,Sudeste,Sudeste,ES,Espírito Santo
3204302,Presidente Kennedy,Presidente Kennedy,Sudeste,Sudeste,ES,Espírito Santo
3204351,Rio Bananal,Rio Bananal,Sudeste,Sudeste,ES,Espírito Santo
